2000;
100;
100;
3;
56.7;
200;
18.190;6.320;0;0
15.520;28.030;0;7
9.000;28.010;0;5
16.930;2.090;0;24
8.640;19.850;0;3
18.430;29.930;0;23
3.940;10.770;0;3
14.780;7.610;0;26
2.410;25.060;0;24
18.410;11.880;0;16
14.910;17.240;0;21
7.140;0.480;0;6
13.440;24.760;0;17
17.540;29.430;0;27
16.710;9.500;0;27
12.380;26.660;0;1
25.690;6.340;0;6
11.620;24.000;0;27
10.240;3.020;0;23
3.540;26.160;0;18
17.860;19.360;0;13
3.770;7.840;0;1
14.200;19.640;0;13
15.880;5.540;0;21
1.320;19.320;0;23
20.500;25.330;0;16
16.760;19.840;0;8
27.500;17.660;0;24
19.410;20.670;0;15
20.490;14.030;0;24
20.900;7.670;0;8
2.750;25.400;0;5
16.100;19.740;0;3
0.430;1.120;0;9
13.570;9.410;0;11
0.300;9.160;0;7
0.450;23.350;0;10
22.690;23.130;0;13
19.120;20.200;0;13
7.000;21.440;0;8
28.880;0.860;0;24
19.600;2.110;0;14
22.780;15.420;0;27
13.510;8.050;0;1
0.510;11.060;0;5
4.310;23.120;0;20
19.680;25.620;0;5
16.320;3.730;0;3
7.140;25.900;0;13
1.040;13.470;0;6
17.460;2.560;0;28
23.490;17.750;0;5
11.960;15.150;0;17
22.850;14.850;0;2
28.470;6.080;0;23
6.520;19.420;0;17
26.850;25.820;0;6
21.480;10.300;0;21
29.080;2.620;0;18
22.540;18.260;0;14
4.460;7.850;0;7
21.610;23.160;0;4
6.820;21.100;0;13
6.480;2.460;0;25
26.700;3.440;0;27
7.030;28.120;0;1
20.300;3.860;0;2
17.020;12.330;0;17
0.200;24.800;0;3
13.970;18.490;0;4
1.880;3.330;0;13
14.250;23.830;0;1
27.220;11.980;0;16
22.050;7.740;0;10
3.080;21.030;0;13
12.660;26.020;0;3
3.690;14.330;0;21
26.930;13.060;0;24
1.570;19.840;0;19
19.010;14.360;0;13
14.240;18.800;0;19
20.490;13.590;0;8
3.300;17.860;0;1
28.720;20.920;0;29
7.490;6.590;0;24
12.190;16.110;0;1
17.520;0.970;0;10
10.350;6.180;0;11
13.610;21.120;0;17
0.260;14.370;0;13
12.580;26.640;0;16
21.570;24.070;0;2
14.500;0.300;0;22
25.600;22.910;0;2
10.920;4.130;0;8
26.650;20.040;0;28
18.630;4.300;0;24
7.290;16.280;0;12
4.340;9.510;0;5
2.380;18.260;0;0
