200;
100;
102;
3;
126.7;
200;
35.000;35.000;0;0
15.000;30.000;0;26
55.000;5.000;0;29
31.000;52.000;0;27
60.000;12.000;0;31
8.000;56.000;0;27
13.000;52.000;0;36
6.000;68.000;0;30
21.000;24.000;0;28
56.000;39.000;0;36
55.000;54.000;0;26
16.000;22.000;0;41
4.000;18.000;0;35
28.000;18.000;0;26
26.000;27.000;0;27
55.000;45.000;0;13
55.000;20.000;0;19
55.000;60.000;0;16
30.000;60.000;0;16
20.000;65.000;0;12
50.000;35.000;0;19
30.000;25.000;0;23
15.000;10.000;0;20
10.000;20.000;0;19
20.000;40.000;0;12
15.000;60.000;0;17
45.000;20.000;0;11
45.000;10.000;0;18
45.000;30.000;0;17
35.000;40.000;0;16
41.000;37.000;0;16
40.000;60.000;0;21
35.000;69.000;0;23
53.000;52.000;0;11
65.000;55.000;0;14
5.000;5.000;0;16
11.000;14.000;0;18
6.000;38.000;0;16
47.000;47.000;0;13
37.000;31.000;0;14
57.000;29.000;0;18
36.000;26.000;0;18
12.000;24.000;0;13
24.000;58.000;0;19
62.000;77.000;0;20
49.000;73.000;0;25
67.000;5.000;0;25
57.000;68.000;0;15
47.000;16.000;0;25
49.000;11.000;0;18
49.000;42.000;0;13
53.000;43.000;0;14
57.000;48.000;0;23
15.000;47.000;0;16
14.000;37.000;0;11
26.000;35.000;0;15
18.000;24.000;0;22
25.000;24.000;0;20
22.000;27.000;0;11
25.000;21.000;0;12
18.000;18.000;0;17
41.000;49.000;0;10
35.000;17.000;0;7
25.000;30.000;0;3
20.000;50.000;0;5
10.000;43.000;0;9
30.000;5.000;0;8
5.000;30.000;0;2
45.000;65.000;0;9
65.000;35.000;0;3
65.000;20.000;0;6
64.000;42.000;0;9
63.000;65.000;0;8
2.000;60.000;0;5
20.000;20.000;0;8
40.000;25.000;0;9
42.000;7.000;0;5
24.000;12.000;0;5
23.000;3.000;0;7
2.000;48.000;0;1
49.000;58.000;0;10
27.000;43.000;0;9
63.000;23.000;0;2
53.000;12.000;0;6
32.000;12.000;0;7
17.000;34.000;0;3
27.000;69.000;0;10
15.000;77.000;0;9
37.000;47.000;0;6
37.000;56.000;0;5
44.000;17.000;0;9
46.000;13.000;0;8
61.000;52.000;0;3
56.000;37.000;0;6
11.000;31.000;0;7
26.000;52.000;0;9
31.000;67.000;0;3
15.000;19.000;0;1
22.000;22.000;0;2
19.000;21.000;0;10
20.000;26.000;0;9
35.000;35.000;0;0
