200;
100;
66;
4;
32.5;
200;
-0.500;0.000;0;0
-7.000;-7.000;0;35
-7.000;-5.000;0;35
-7.000;-3.000;0;35
-7.000;-1.000;0;35
-7.000;1.000;0;35
-7.000;3.000;0;35
-7.000;5.000;0;35
-7.000;7.000;0;35
-5.000;-7.000;0;35
-5.000;-5.000;0;25
-5.000;-3.000;0;25
-5.000;-1.000;0;25
-5.000;1.000;0;25
-5.000;3.000;0;25
-5.000;5.000;0;25
-5.000;7.000;0;35
-3.000;-7.000;0;35
-3.000;-5.000;0;25
-3.000;-3.000;0;15
-3.000;-1.000;0;15
-3.000;1.000;0;15
-3.000;3.000;0;15
-3.000;5.000;0;25
-3.000;7.000;0;35
-1.000;-7.000;0;35
-1.000;-5.000;0;25
-1.000;-3.000;0;15
-1.000;-1.000;0;5
-1.000;1.000;0;5
-1.000;3.000;0;15
-1.000;5.000;0;25
-1.000;7.000;0;35
1.000;-7.000;0;35
1.000;-5.000;0;25
1.000;-3.000;0;15
1.000;-1.000;0;5
1.000;1.000;0;5
1.000;3.000;0;15
1.000;5.000;0;25
1.000;7.000;0;35
3.000;-7.000;0;35
3.000;-5.000;0;25
3.000;-3.000;0;15
3.000;-1.000;0;15
3.000;1.000;0;15
3.000;3.000;0;15
3.000;5.000;0;25
3.000;7.000;0;35
5.000;-7.000;0;35
5.000;-5.000;0;25
5.000;-3.000;0;25
5.000;-1.000;0;25
5.000;1.000;0;25
5.000;3.000;0;25
5.000;5.000;0;25
5.000;7.000;0;35
7.000;-7.000;0;35
7.000;-5.000;0;35
7.000;-3.000;0;35
7.000;-1.000;0;35
7.000;1.000;0;35
7.000;3.000;0;35
7.000;5.000;0;35
7.000;7.000;0;35
0.500;0.000;0;0
